TF,TF_id,gene,gene_id,effect,evidence,ev_level
baeR,b2079,mdtB,b2075,+,"[AIBSCS, BPP, GEA]",1
baeR,b2079,mdtC,b2076,+,"[AIBSCS, BPP, GEA]",1
baeR,b2079,mdtD,b2077,+,"[AIBSCS, BPP, GEA]",1
baeR,b2079,baeS,b2078,+,"[AIBSCS, BPP, GEA]",1
baeR,b2079,baeR,b2079,+,"[AIBSCS, BPP, GEA]",1
baeR,b2079,acrD,b2470,+,"[BPP, GEA, IC]",2
gatR_1;gatR_2,b2087;b2090,gatD,b2091,-,[GEA],1
gatR_1;gatR_2,b2087;b2090,gatC,b2092,-,[GEA],1
gatR_1;gatR_2,b2087;b2090,gatB,b2093,-,[GEA],1
gatR_1;gatR_2,b2087;b2090,gatA,b2094,-,[GEA],1
gatR_1;gatR_2,b2087;b2090,gatZ,b2095,-,[GEA],1
gatR_1;gatR_2,b2087;b2090,gatY,b2096,-,[GEA],1
rcnR,b2105,rcnR,b2105,-,"[BPP, GEA]",2
rcnR,b2105,rcnA,b2106,-,"[BPP, GEA]",2
rcnR,b2105,rcnB,b2107,-,"[BPP, GEA]",2
yehT,b2125,yjiY,b4354,+,"[BPP, GEA, SM]",2
mlrA,b2127,csgG,b1037,+,"[BPP, GEA]",2
mlrA,b2127,csgF,b1038,+,"[BPP, GEA]",2
mlrA,b2127,csgE,b1039,+,"[BPP, GEA]",2
mlrA,b2127,csgD,b1040,+,"[BPP, GEA]",2
mlrA,b2127,rpmA,b3185,+,"[BPP, HIBSCS]",2
mlrA,b2127,rplU,b3186,+,"[BPP, HIBSCS]",2
mlrA,b2127,yhbE,b3184,+,"[BPP, HIBSCS]",2
mlrA,b2127,obgE,b3183,+,"[BPP, HIBSCS]",2
mlrA,b2127,ibaG,b3190,+,"[BPP, HIBSCS]",2
mlrA,b2127,cadC,b4133,+,"[BPP, HIBSCS]",2
galS,b2151,galE,b0759,+,"[BPP, GEA, HIBSCS]",2
galS,b2151,galE,b0759,-,"[BPP, GEA, HIBSCS]",2
galS,b2151,galT,b0758,+,"[BPP, GEA, HIBSCS]",2
galS,b2151,galT,b0758,-,"[BPP, GEA, HIBSCS]",2
galS,b2151,galK,b0757,+,"[BPP, GEA, HIBSCS]",2
galS,b2151,galK,b0757,-,"[BPP, GEA, HIBSCS]",2
galS,b2151,galM,b0756,+,"[BPP, GEA, HIBSCS]",2
galS,b2151,galM,b0756,-,"[BPP, GEA, HIBSCS]",2
galS,b2151,mglB,b2150,-,"[GEA, HIBSCS]",1
galS,b2151,mglA,b2149,-,"[GEA, HIBSCS]",1
galS,b2151,mglC,b2148,-,"[GEA, HIBSCS]",1
galS,b2151,galS,b2151,-,"[BCE, GEA]",1
galS,b2151,galR,b2837,-,"[GEA, HIBSCS]",1
galS,b2151,galP,b2943,-,"[AIBSCS, BPP, GEA, SM]",1
yeiL,b2163,yeiL,b2163,+,[GEA],1
narP,b2193,hcp,b0873,+,"[GEA, HIBSCS]",1
narP,b2193,hcr,b0872,+,"[GEA, HIBSCS]",1
narP,b2193,hyaA,b0972,-,"[GEA, HIBSCS]",1
narP,b2193,hyaB,b0973,-,"[GEA, HIBSCS]",1
narP,b2193,hyaC,b0974,-,"[GEA, HIBSCS]",1
narP,b2193,hyaD,b0975,-,"[GEA, HIBSCS]",1
narP,b2193,hyaE,b0976,-,"[GEA, HIBSCS]",1
narP,b2193,hyaF,b0977,-,"[GEA, HIBSCS]",1
narP,b2193,fdnG,b1474,-,"[GEA, SM]",1
narP,b2193,fdnH,b1475,-,"[GEA, SM]",1
narP,b2193,fdnI,b1476,-,"[GEA, SM]",1
narP,b2193,ydeP,b1501,-,"[BPP, GEA]",2
narP,b2193,ydhY,b1674,-,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,ydhV,b1673,-,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,ydhW,b1672,-,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,ydhX,b1671,-,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,ydhU,b1670,-,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,ydhT,b1669,-,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,yoaG,b1796,+,"[AIBSCS, GEA]",1
narP,b2193,yeaR,b1797,+,"[AIBSCS, GEA]",1
narP,b2193,ccmH,b2194,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmH,b2194,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmG,b2195,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmG,b2195,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmF,b2196,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmF,b2196,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmE,b2197,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmE,b2197,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmD,b2198,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmD,b2198,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmC,b2199,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmC,b2199,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmB,b2200,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmB,b2200,-,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmA,b2201,+,"[GEA, HIBSCS, SM]",1
narP,b2193,ccmA,b2201,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napC,b2202,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napC,b2202,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napB,b2203,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napB,b2203,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napH,b2204,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napH,b2204,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napG,b2205,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napG,b2205,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napA,b2206,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napA,b2206,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napD,b2207,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napD,b2207,-,"[GEA, HIBSCS, SM]",1
narP,b2193,napF,b2208,+,"[GEA, HIBSCS, SM]",1
narP,b2193,napF,b2208,-,"[GEA, HIBSCS, SM]",1
narP,b2193,norV,b2710,-,"[GEA, HIBSCS]",1
narP,b2193,norW,b2711,-,"[GEA, HIBSCS]",1
narP,b2193,nirB,b3365,+,"[BCE, BPP, GEA, SM]",1
narP,b2193,nirD,b3366,+,"[BCE, BPP, GEA, SM]",1
narP,b2193,nirC,b3367,+,"[BCE, BPP, GEA, SM]",1
narP,b2193,cysG,b3368,+,"[BCE, BPP, GEA, SM]",1
narP,b2193,nrfA,b4070,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,nrfB,b4071,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,nrfC,b4072,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,nrfD,b4073,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,nrfE,b4074,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,nrfF,b4075,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,nrfG,b4076,+,"[BPP, GEA, HIBSCS, SM]",2
narP,b2193,fdhF,b4079,+,[GEA],1
narP,b2193,ytfE,b4209,+,[AIBSCS],1
ada,b2213,alkA,b2068,+,"[BPP, GEA, HIBSCS, SM]",2
ada,b2213,ada,b2213,+,"[BPP, GEA, HIBSCS, SM]",2
ada,b2213,alkB,b2212,+,"[BPP, GEA, HIBSCS, SM]",2
ada,b2213,aidB,b4187,+,"[BPP, GEA, HIBSCS]",2
rcsB,b2217,ftsA,b0094,+,"[GEA, HIBSCS, SM]",1
rcsB,b2217,ftsZ,b0095,+,"[GEA, HIBSCS, SM]",1
rcsB,b2217,lolA,b0891,+,"[GEA, HIBSCS]",1
rcsB,b2217,rarA,b0892,+,"[GEA, HIBSCS]",1
rcsB,b2217,osmB,b1283,+,"[GEA, HIBSCS]",1
rcsB,b2217,bdm,b1481,+,"[BPP, GEA]",2
rcsB,b2217,sra,b1480,+,"[BPP, GEA]",2
rcsB,b2217,osmC,b1482,+,"[BPP, GEA, SM]",2
rcsB,b2217,gadB,b1493,+,"[GEA, HIBSCS]",1
rcsB,b2217,gadC,b1492,+,"[GEA, HIBSCS]",1
rcsB,b2217,ydeO,b1499,+,[GEA],1
rcsB,b2217,safA,b1500,+,[GEA],1
rcsB,b2217,ydeP,b1501,+,"[BPP, GEA]",2
rcsB,b2217,rseC,b2570,+,"[BPP, HIBSCS, SM]",2
rcsB,b2217,rseB,b2571,+,"[BPP, HIBSCS, SM]",2
rcsB,b2217,rseA,b2572,+,"[BPP, HIBSCS, SM]",2
rcsB,b2217,rpoE,b2573,+,"[BPP, HIBSCS, SM]",2
rcsB,b2217,hdeA,b3510,+,[GEA],1
rcsB,b2217,hdeB,b3509,+,[GEA],1
rcsB,b2217,yhiD,b3508,+,[GEA],1
rcsB,b2217,hdeD,b3511,+,[GEA],1
rcsB,b2217,gadA,b3517,-,"[BPP, GEA, IHBCE, SM]",2
rcsB,b2217,gadX,b3516,-,"[BPP, GEA, IHBCE, SM]",2
rcsB,b2217,rprA,b4431,+,"[GEA, HIBSCS, SM]",1
rcsB,b2217,gadY,b4452,+,[GEA],1
rcsB;bglJ,b2217;b4366,leuO,b0076,+,"[GEA, HIBSCS, SM]",1
rcsB;bglJ,b2217;b4366,ykiA,b0392,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,ynbA,b1408,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,ynbB,b1409,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,ynbC,b1410,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,ynbD,b1411,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,ynjI,b1762,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,yecT,b1877,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,molR_1,b2115,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,yqhG,b3013,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,ygiZ,b3027,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,sfsB,b3188,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,yidL,b3680,+,"[AIBSCS, GEA]",1
rcsB;bglJ,b2217;b4366,bglG,b3723,+,"[AIBSCS, GEA, HIBSCS, SM]",1
rcsB;bglJ,b2217;b4366,bglF,b3722,+,"[AIBSCS, GEA, HIBSCS, SM]",1
rcsB;bglJ,b2217;b4366,bglB,b3721,+,"[AIBSCS, GEA, HIBSCS, SM]",1
atoC,b2220,atoD,b2221,+,"[BPP, GEA, HIBSCS, SM]",2
atoC,b2220,atoA,b2222,+,"[BPP, GEA, HIBSCS, SM]",2
atoC,b2220,atoE,b2223,+,"[BPP, GEA, HIBSCS, SM]",2
atoC,b2220,atoB,b2224,+,"[BPP, GEA, HIBSCS, SM]",2
lrhA,b2289,flhD,b1892,-,"[BPP, GEA]",2
lrhA,b2289,flhC,b1891,-,"[BPP, GEA]",2
lrhA,b2289,lrhA,b2289,+,"[BPP, GEA]",2
lrhA,b2289,fimE,b4313,+,"[BPP, GEA]",2
dsdC,b2364,dsdC,b2364,-,[GEA],1
dsdC,b2364,dsdX,b2365,+,[GEA],1
dsdC,b2364,dsdA,b2366,+,[GEA],1
evgA,b2369,ydeO,b1499,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,safA,b1500,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,ydeP,b1501,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,yegZ,b2083,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,yegR,b2085,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,emrY,b2367,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
evgA,b2369,emrK,b2368,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
evgA,b2369,evgA,b2369,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
evgA,b2369,evgS,b2370,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
evgA,b2369,yfdE,b2371,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,yfdV,b2372,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,oxc,b2373,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,frc,b2374,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,yfdX,b2375,+,"[AIBSCS, BPP, GEA]",1
evgA,b2369,acrD,b2470,+,"[AIBSCS, GEA]",1
evgA,b2369,gadE,b3512,+,"[BPP, GEA]",2
evgA,b2369,gadF,G0-16680,+,"[BPP, GEA]",2
evgA,b2369,mdtE,b3513,+,"[BPP, GEA]",2
evgA,b2369,mdtF,b3514,+,"[BPP, GEA]",2
ypdB,b2381,yhjX,b3547,+,"[BPP, SM]",2
xapR,b2405,xapA,b2407,+,"[GEA, HIBSCS]",1
xapR,b2405,xapB,b2406,+,"[GEA, HIBSCS]",1
murR,b2427,murR,b2427,-,"[GEA, HIBSCS]",1
murR,b2427,murR,b2427,+,"[GEA, HIBSCS]",1
murR,b2427,murQ,b2428,-,"[BPP, GEA, ICWHO]",2
murR,b2427,murP,b2429,-,"[BPP, GEA, ICWHO]",2
hyfR,b2491,hyfA,b2481,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfB,b2482,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfC,b2483,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfD,b2484,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfE,b2485,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfF,b2486,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfG,b2487,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfH,b2488,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfI,b2489,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfJ,b2490,+,"[AIBSCS, GEA]",1
hyfR,b2491,hyfR,b2491,+,"[AIBSCS, GEA]",1
hyfR,b2491,focB,b2492,+,"[AIBSCS, GEA]",1
iscR,b2531,erpA,b0156,-,"[BPP, GEA]",2
iscR,b2531,hyaA,b0972,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,hyaB,b0973,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,hyaC,b0974,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,hyaD,b0975,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,hyaE,b0976,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,hyaF,b0977,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,sufE,b1679,+,"[BPP, GEA, HIBSCS, IMP, SM]",2
iscR,b2531,sufS,b1680,+,"[BPP, GEA, HIBSCS, IMP, SM]",2
iscR,b2531,sufD,b1681,+,"[BPP, GEA, HIBSCS, IMP, SM]",2
iscR,b2531,sufC,b1682,+,"[BPP, GEA, HIBSCS, IMP, SM]",2
iscR,b2531,sufB,b1683,+,"[BPP, GEA, HIBSCS, IMP, SM]",2
iscR,b2531,sufA,b1684,+,"[BPP, GEA, HIBSCS, IMP, SM]",2
iscR,b2531,ydiU,b1706,+,"[BPP, GEA]",2
iscR,b2531,napC,b2202,-,"[BPP, GEA]",2
iscR,b2531,napB,b2203,-,"[BPP, GEA]",2
iscR,b2531,napH,b2204,-,"[BPP, GEA]",2
iscR,b2531,napG,b2205,-,"[BPP, GEA]",2
iscR,b2531,napA,b2206,-,"[BPP, GEA]",2
iscR,b2531,napD,b2207,-,"[BPP, GEA]",2
iscR,b2531,napF,b2208,-,"[BPP, GEA]",2
iscR,b2531,iscR,b2531,-,"[BPP, GEA, SM]",2
iscR,b2531,iscS,b2530,-,"[BPP, GEA, SM]",2
iscR,b2531,iscU,b2529,-,"[BPP, GEA, SM]",2
iscR,b2531,iscA,b2528,-,"[BPP, GEA, SM]",2
iscR,b2531,rnlA,b2630,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,rnlB,b2631,-,"[BPP, GEA, HIBSCS]",2
iscR,b2531,nrdH,b2673,+,[GEA],1
iscR,b2531,nrdI,b2674,+,[GEA],1
iscR,b2531,nrdE,b2675,+,[GEA],1
iscR,b2531,nrdF,b2676,+,[GEA],1
iscR,b2531,nfuA,b3414,-,"[BPP, GEA]",2
hcaR,b2537,hcaR,b2537,-,"[AIBSCS, BPP, GEA]",1
hcaR,b2537,hcaE,b2538,+,"[AIBSCS, BPP, GEA]",1
hcaR,b2537,hcaF,b2539,+,"[AIBSCS, BPP, GEA]",1
hcaR,b2537,hcaC,b2540,+,"[AIBSCS, BPP, GEA]",1
hcaR,b2537,hcaB,b2541,+,"[AIBSCS, BPP, GEA]",1
hcaR,b2537,hcaD,b2542,+,"[AIBSCS, BPP, GEA]",1
glrR,b2554,rseC,b2570,+,"[BPP, GEA, HIBSCS]",2
glrR,b2554,rseB,b2571,+,"[BPP, GEA, HIBSCS]",2
glrR,b2554,rseA,b2572,+,"[BPP, GEA, HIBSCS]",2
glrR,b2554,rpoE,b2573,+,"[BPP, GEA, HIBSCS]",2
glrR,b2554,glmY,b4441,+,"[BPP, GEA, HIBSCS, SM]",2
csiR,b2664,csiD,b2659,-,[GEA],1
csiR,b2664,lhgO,b2660,-,[GEA],1
csiR,b2664,gabD,b2661,-,[GEA],1
csiR,b2664,gabT,b2662,-,[GEA],1
csiR,b2664,gabP,b2663,-,[GEA],1
stpA,b2669,leuO,b0076,-,[GEA],1
stpA,b2669,stpA,b2669,-,[GEA],1
stpA,b2669,ssrS,b2911,-,"[BPP, GEA]",2
stpA,b2669,fau,b2912,-,"[BPP, GEA]",2
stpA,b2669,bglG,b3723,-,[GEA],1
stpA,b2669,bglF,b3722,-,[GEA],1
stpA,b2669,bglB,b3721,-,[GEA],1
mprA,b2684,acrA,b0463,-,[AIBSCS],1
mprA,b2684,acrB,b0462,-,[AIBSCS],1
mprA,b2684,nmpC,b0553,-,[AIBSCS],1
mprA,b2684,mprA,b2684,-,[BPP],2
mprA,b2684,emrA,b2685,-,[BPP],2
mprA,b2684,emrB,b2686,-,[BPP],2
alaS,b2697,alaS,b2697,-,"[BPP, GEA]",2
gutM,b2706,srlA,b2702,+,[GEA],1
gutM,b2706,srlE,b2703,+,[GEA],1
gutM,b2706,srlB,b2704,+,[GEA],1
gutM,b2706,srlD,b2705,+,[GEA],1
gutM,b2706,gutM,b2706,+,[GEA],1
gutM,b2706,srlR,b2707,+,[GEA],1
gutM,b2706,gutQ,b2708,+,[GEA],1
norR,b2709,norR,b2709,-,"[AIBSCS, BPP, GEA]",1
norR,b2709,norV,b2710,+,"[AIBSCS, BPP, GEA]",1
norR,b2709,norW,b2711,+,"[AIBSCS, BPP, GEA]",1
ascG,b2714,prpR,b0330,-,"[AIBSCS, BPP, GEA]",1
ascG,b2714,htpG,b0473,-,"[AIBSCS, BPP]",1
ascG,b2714,ybiT,b0820,-,"[AIBSCS, BPP]",1
ascG,b2714,ascF,b2715,-,"[AIBSCS, BPP, GEA]",1
ascG,b2714,ascB,b2716,-,"[AIBSCS, BPP, GEA]",1
fhlA,b2731,hyfA,b2481,+,[GEA],1
fhlA,b2731,hyfB,b2482,+,[GEA],1
fhlA,b2731,hyfC,b2483,+,[GEA],1
fhlA,b2731,hyfD,b2484,+,[GEA],1
fhlA,b2731,hyfE,b2485,+,[GEA],1
fhlA,b2731,hyfF,b2486,+,[GEA],1
fhlA,b2731,hyfG,b2487,+,[GEA],1
fhlA,b2731,hyfH,b2488,+,[GEA],1
fhlA,b2731,hyfI,b2489,+,[GEA],1
fhlA,b2731,hyfJ,b2490,+,[GEA],1
fhlA,b2731,hyfR,b2491,+,[GEA],1
fhlA,b2731,focB,b2492,+,[GEA],1
fhlA,b2731,hydN,b2713,+,"[BPP, GEA]",2
fhlA,b2731,hypF,b2712,+,"[BPP, GEA]",2
fhlA,b2731,hycI,b2717,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycH,b2718,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycG,b2719,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycF,b2720,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycE,b2721,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycD,b2722,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycC,b2723,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycB,b2724,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hycA,b2725,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hypA,b2726,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hypB,b2727,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hypC,b2728,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hypD,b2729,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,hypE,b2730,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,fhlA,b2731,+,"[BPP, GEA, HIBSCS]",2
fhlA,b2731,fdhF,b4079,+,"[BPP, GEA, HIBSCS]",2
mazE,b2783,mazE,b2783,-,"[BCE, GEA, SM]",1
mazE,b2783,mazF,b2782,-,"[BCE, GEA, SM]",1
mazE,b2783,mazG,b2781,-,"[BCE, GEA, SM]",1
mazE;mazF,b2783;b2782,mazE,b2783,-,"[BCE, GEA, SM]",1
mazE;mazF,b2783;b2782,mazF,b2782,-,"[BCE, GEA, SM]",1
mazE;mazF,b2783;b2782,mazG,b2781,-,"[BCE, GEA, SM]",1
fucR,b2805,fucA,b2800,+,"[GEA, IMP]",1
fucR,b2805,fucO,b2799,+,"[GEA, IMP]",1
fucR,b2805,fucP,b2801,+,[GEA],1
fucR,b2805,fucI,b2802,+,[GEA],1
fucR,b2805,fucK,b2803,+,[GEA],1
fucR,b2805,fucU,b2804,+,[GEA],1
fucR,b2805,fucR,b2805,+,[GEA],1
gcvA,b2808,gcvA,b2808,-,"[AIBSCS, BCE, BPP, GEA, HIBSCS, IC, SM]",1
gcvA,b2808,gcvP,b2903,-,"[BCE, BPP, GEA, HIBSCS, SM, IC]",1
gcvA,b2808,gcvP,b2903,+,"[BCE, BPP, GEA, HIBSCS, SM, IC]",1
gcvA,b2808,gcvH,b2904,-,"[BCE, BPP, GEA, HIBSCS, SM, IC]",1
gcvA,b2808,gcvH,b2904,+,"[BCE, BPP, GEA, HIBSCS, SM, IC]",1
gcvA,b2808,gcvT,b2905,-,"[BCE, BPP, GEA, HIBSCS, SM, IC]",1
gcvA,b2808,gcvT,b2905,+,"[BCE, BPP, GEA, HIBSCS, SM, IC]",1
gcvA,b2808,gcvB,b4443,+,"[AIBSCS, BCE, BPP, GEA, HIBSCS, IC, SM]",1
galR,b2837,galE,b0759,-,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galE,b0759,+,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galT,b0758,+,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galT,b0758,-,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galK,b0757,+,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galK,b0757,-,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galM,b0756,+,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,galM,b0756,-,"[BPP, GEA, HIBSCS, SM]",2
galR,b2837,mglB,b2150,-,"[GEA, HIBSCS]",1
galR,b2837,mglA,b2149,-,"[GEA, HIBSCS]",1
galR,b2837,mglC,b2148,-,"[GEA, HIBSCS]",1
galR,b2837,galS,b2151,-,"[GEA, HIBSCS]",1
galR,b2837,galR,b2837,-,"[BPP, GEA, HIBSCS]",2
galR,b2837,galP,b2943,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
lysR,b2839,lysA,b2838,+,[GEA],1
lysR,b2839,lysR,b2839,-,[GEA],1
argP,b2916,dapB,b0031,+,"[BCE, BPP, GEA, HIBSCS, IC]",1
argP,b2916,dapD,b0166,+,"[BPP, GEA]",2
argP,b2916,gdhA,b1761,+,"[BPP, GEA]",2
argP,b2916,lysP,b2156,+,"[BPP, GEA, HIBSCS, IC, SM]",2
argP,b2916,nrdA,b2234,+,"[BPP, GEA, IC]",2
argP,b2916,nrdB,b2235,+,"[BPP, GEA, IC]",2
argP,b2916,yfaE,b2236,+,"[BPP, GEA, IC]",2
argP,b2916,lysA,b2838,+,"[BPP, GEA]",2
argP,b2916,argP,b2916,-,"[GEA, HIBSCS, IC]",1
argP,b2916,argO,b2923,+,"[BCE, BPP, GEA, HIBSCS, IC]",1
argP,b2916,recF,b3700,+,"[BPP, GEA, IC]",2
argP,b2916,dnaN,b3701,+,"[BPP, GEA, IC]",2
argP,b2916,dnaA,b3702,+,"[BPP, GEA, IC]",2
argP,b2916,lysC,b4024,+,"[BPP, GEA]",2
glcC,b2980,glcD,b2979,+,"[BCE, GEA, SM]",1
glcC,b2980,glcE,b4468,+,"[BCE, GEA, SM]",1
glcC,b2980,glcF,b4467,+,"[BCE, GEA, SM]",1
glcC,b2980,glcG,b2977,+,"[BCE, GEA, SM]",1
glcC,b2980,glcB,b2976,+,"[BCE, GEA, SM]",1
glcC,b2980,glcA,b2975,+,"[BCE, GEA, SM]",1
glcC,b2980,glcC,b2980,-,"[BCE, GEA, SM]",1
yqhC,b3010,yqhD,b3011,+,"[BPP, GEA, SM]",2
yqhC,b3010,dkgA,b3012,+,"[BPP, GEA, SM]",2
mqsA,b3021,cspD,b0880,-,"[BPP, GEA]",2
mqsA,b3021,csgG,b1037,-,"[BPP, GEA, HIBSCS]",2
mqsA,b3021,csgF,b1038,-,"[BPP, GEA, HIBSCS]",2
mqsA,b3021,csgE,b1039,-,"[BPP, GEA, HIBSCS]",2
mqsA,b3021,csgD,b1040,-,"[BPP, GEA, HIBSCS]",2
mqsA,b3021,rpoS,b2741,-,"[BPP, GEA, IHBCE, SM]",2
mqsA,b3021,mqsR,b3022,-,"[BPP, HIBSCS, IHBCE]",2
mqsA,b3021,mqsA,b3021,-,"[BPP, HIBSCS, IHBCE]",2
qseB,b3025,flhD,b1892,+,[GEA],1
qseB,b3025,flhC,b1891,+,[GEA],1
qseB,b3025,qseB,b3025,+,"[BPP, GEA]",2
qseB,b3025,qseC,b3026,+,"[BPP, GEA]",2
dan,b3060,ttdR,b3060,+,[BPP],2
dan,b3060,ttdA,b3061,+,"[BPP, GEA, HIBSCS]",2
dan,b3060,ttdB,b3062,+,"[BPP, GEA, HIBSCS]",2
dan,b3060,ttdT,b3063,+,"[BPP, GEA, HIBSCS]",2
yqjI,b3071,yqjH,b3070,-,"[BPP, GEA, HIBSCS, SM]",2
yqjI,b3071,yqjI,b3071,-,"[BPP, GEA, HIBSCS, SM]",2
ebgR,b3075,ebgA,b3076,-,[GEA],1
ebgR,b3075,ebgC,b3077,-,[GEA],1
higA,b3082,higB,b3083,-,"[BPP, IHBCE]",2
higA,b3082,higA,b3082,-,"[BPP, IHBCE]",2
exuR,b3094,uxaB,b1521,-,"[GEA, HIBSCS]",1
exuR,b3094,uxaA,b3091,-,"[AIBSCS, GEA]",1
exuR,b3094,uxaC,b3092,-,"[AIBSCS, GEA]",1
exuR,b3094,exuT,b3093,-,"[AIBSCS, GEA]",1
