TF,TF_id,gene,gene_id,effect,evidence,ev_level
fnr,b1334,yhaC,b3121,+,"CHIP-SV, MSI",inf
fnr,b1334,yhaC,b3121,-,"CHIP-SV, MSI",inf
fnr,b1334,garK,b3124,+,"CHIP-SV, MSI",inf
fnr,b1334,garL,b3126,+,"CHIP-SV, MSI",inf
fnr,b1334,garP,b3127,+,"CHIP-SV, MSI",inf
fnr,b1334,garR,b3125,+,"CHIP-SV, MSI",inf
fnr,b1334,rnpB,b3123,+,"CHIP-SV, MSI",inf
fnr,b1334,garK,b3124,-,"CHIP-SV, MSI",inf
fnr,b1334,garL,b3126,-,"CHIP-SV, MSI",inf
fnr,b1334,garP,b3127,-,"CHIP-SV, MSI",inf
fnr,b1334,garR,b3125,-,"CHIP-SV, MSI",inf
fnr,b1334,rnpB,b3123,-,"CHIP-SV, MSI",inf
fnr,b1334,garP,b3127,+,"[AIBSCS, GEA]",1
fnr,b1334,garL,b3126,+,"[AIBSCS, GEA]",1
fnr,b1334,garR,b3125,+,"[AIBSCS, GEA]",1
fnr,b1334,garK,b3124,+,"[AIBSCS, GEA]",1
fnr,b1334,rnpB,b3123,+,"[AIBSCS, GEA]",1
fnr,b1334,garD,b3128,+,"CHIP-SV, MSI",inf
fnr,b1334,garD,b3128,-,"CHIP-SV, MSI",inf
fnr,b1334,yhbS,b3156,+,"CHIP-SV, MSI",inf
fnr,b1334,yhbT,b3157,+,"CHIP-SV, MSI",inf
fnr,b1334,yhbU,b3158,+,"CHIP-SV, MSI",inf
fnr,b1334,yhbV,b3159,+,"CHIP-SV, MSI",inf
fnr,b1334,infB,b3168,+,"CHIP-SV, MSI",inf
fnr,b1334,metY,b3171,+,"CHIP-SV, MSI",inf
fnr,b1334,nusA,b3169,+,"CHIP-SV, MSI",inf
fnr,b1334,pnp,b3164,+,"CHIP-SV, MSI",inf
fnr,b1334,rbfA,b3167,+,"CHIP-SV, MSI",inf
fnr,b1334,rimP,b3170,+,"CHIP-SV, MSI",inf
fnr,b1334,rpsO,b3165,+,"CHIP-SV, MSI",inf
fnr,b1334,truB,b3166,+,"CHIP-SV, MSI",inf
fnr,b1334,argG,b3172,+,"CHIP-SV, MSI",inf
fnr,b1334,argG,b3172,-,"CHIP-SV, MSI",inf
fnr,b1334,leuU,b3174,+,"CHIP-SV, MSI",inf
fnr,b1334,secG,b3175,+,"CHIP-SV, MSI",inf
fnr,b1334,rpmA,b3185,+,"CHIP-SV, MSI",inf
fnr,b1334,rpmA,b3185,-,"CHIP-SV, MSI",inf
fnr,b1334,rplU,b3186,+,"CHIP-SV, MSI",inf
fnr,b1334,rplU,b3186,-,"CHIP-SV, MSI",inf
fnr,b1334,ispB,b3187,+,"CHIP-SV, MSI",inf
fnr,b1334,ispB,b3187,-,"CHIP-SV, MSI",inf
fnr,b1334,yhcC,b3211,+,"CHIP-SV, MSI",inf
fnr,b1334,yhcC,b3211,-,"CHIP-SV, MSI",inf
fnr,b1334,gltB,b3212,-,"[AIBSCS, GEA]",1
fnr,b1334,gltD,b3213,-,"[AIBSCS, GEA]",1
fnr,b1334,gltF,b3214,-,"[AIBSCS, GEA]",1
fnr,b1334,gltB,b3212,+,"CHIP-SV, MSI",inf
fnr,b1334,gltD,b3213,+,"CHIP-SV, MSI",inf
fnr,b1334,gltF,b3214,+,"CHIP-SV, MSI",inf
fnr,b1334,gltB,b3212,-,"CHIP-SV, MSI",inf
fnr,b1334,gltD,b3213,-,"CHIP-SV, MSI",inf
fnr,b1334,gltF,b3214,-,"CHIP-SV, MSI",inf
fnr,b1334,rpsI,b3230,-,"[AIBSCS, GEA]",1
fnr,b1334,rplM,b3231,-,"[AIBSCS, GEA]",1
fnr,b1334,acrE,b3265,+,"[AIBSCS, GEA]",1
fnr,b1334,acrF,b3266,+,"[AIBSCS, GEA]",1
fnr,b1334,rpsQ,b3311,+,[GEA],1
fnr,b1334,rpmC,b3312,+,[GEA],1
fnr,b1334,rplP,b3313,+,[GEA],1
fnr,b1334,rpsC,b3314,+,[GEA],1
fnr,b1334,rplV,b3315,+,[GEA],1
fnr,b1334,rpsS,b3316,+,[GEA],1
fnr,b1334,rplB,b3317,+,[GEA],1
fnr,b1334,rplW,b3318,+,[GEA],1
fnr,b1334,rplD,b3319,+,[GEA],1
fnr,b1334,rplC,b3320,+,[GEA],1
fnr,b1334,rpsJ,b3321,+,[GEA],1
fnr,b1334,nirB,b3365,+,"[BPP, GEA, HIBSCS, SM]",2
fnr,b1334,nirB,b3365,+,"CHIP-SV, MSI",inf
fnr,b1334,nirD,b3366,+,"[BPP, GEA, HIBSCS, SM]",2
fnr,b1334,nirD,b3366,+,"CHIP-SV, MSI",inf
fnr,b1334,nirC,b3367,+,"[BPP, GEA, HIBSCS, SM]",2
fnr,b1334,nirC,b3367,+,"CHIP-SV, MSI",inf
fnr,b1334,cysG,b3368,+,"[BPP, GEA, HIBSCS, SM]",2
fnr,b1334,cysG,b3368,+,"CHIP-SV, MSI",inf
fnr,b1334,feoA,b3408,+,"[GEA, HIBSCS]",1
fnr,b1334,feoB,b3409,+,"[GEA, HIBSCS]",1
fnr,b1334,feoC,b3410,+,"[GEA, HIBSCS]",1
fnr,b1334,malQ,b3416,+,"[AIBSCS, GEA]",1
fnr,b1334,malP,b3417,+,"[AIBSCS, GEA]",1
fnr,b1334,asd,b3433,+,"CHIP-SV, MSI",inf
fnr,b1334,asd,b3433,-,"CHIP-SV, MSI",inf
fnr,b1334,yhgN,b3434,+,"CHIP-SV, MSI",inf
fnr,b1334,yhgN,b3434,-,"CHIP-SV, MSI",inf
fnr,b1334,nikA,b3476,+,"[GEA, HIBSCS, SM]",1
fnr,b1334,nikB,b3477,+,"[GEA, HIBSCS, SM]",1
fnr,b1334,nikC,b3478,+,"[GEA, HIBSCS, SM]",1
fnr,b1334,nikD,b3479,+,"[GEA, HIBSCS, SM]",1
fnr,b1334,nikE,b3480,+,"[GEA, HIBSCS, SM]",1
fnr,b1334,nikR,b3481,+,"[GEA, HIBSCS, SM]",1
fnr,b1334,nikA,b3476,+,"CHIP-SV, MSI",inf
fnr,b1334,nikB,b3477,+,"CHIP-SV, MSI",inf
fnr,b1334,nikC,b3478,+,"CHIP-SV, MSI",inf
fnr,b1334,nikD,b3479,+,"CHIP-SV, MSI",inf
fnr,b1334,nikE,b3480,+,"CHIP-SV, MSI",inf
fnr,b1334,nikR,b3481,+,"CHIP-SV, MSI",inf
fnr,b1334,yhiN,b3492,+,"CHIP-SV, MSI",inf
fnr,b1334,yhiN,b3492,-,"CHIP-SV, MSI",inf
fnr,b1334,pitA,b3493,+,"[AIBSCS, GEA]",1
fnr,b1334,pitA,b3493,+,"CHIP-SV, MSI",inf
fnr,b1334,uspB,b3494,-,"CHIP-SV, MSI",inf
fnr,b1334,uspA,b3495,+,"CHIP-SV, MSI",inf
fnr,b1334,uspA,b3495,-,"CHIP-SV, MSI",inf
fnr,b1334,gadX,b3516,-,"[AIBSCS, GEA]",1
fnr,b1334,gadW,b3515,-,"[AIBSCS, GEA]",1
fnr,b1334,gadA,b3517,-,"[AIBSCS, GEA]",1
fnr,b1334,yhjA,b3518,+,"[AIBSCS, BPP]",1
fnr,b1334,bcsZ,b3531,+,"[AIBSCS, GEA]",1
fnr,b1334,bcsB,b3532,+,"[AIBSCS, GEA]",1
fnr,b1334,dppA,b3544,-,"[AIBSCS, GEA]",1
fnr,b1334,dppB,b3543,-,"[AIBSCS, GEA]",1
fnr,b1334,dppC,b3542,-,"[AIBSCS, GEA]",1
fnr,b1334,dppD,b3541,-,"[AIBSCS, GEA]",1
fnr,b1334,dppF,b3540,-,"[AIBSCS, GEA]",1
fnr,b1334,yibN,b3611,+,"CHIP-SV, MSI",inf
fnr,b1334,gpmM,b3612,+,"CHIP-SV, MSI",inf
fnr,b1334,envC,b3613,+,"CHIP-SV, MSI",inf
fnr,b1334,yibQ,b3614,+,"CHIP-SV, MSI",inf
fnr,b1334,recF,b3700,+,"CHIP-SV, MSI",inf
fnr,b1334,dnaN,b3701,+,"CHIP-SV, MSI",inf
fnr,b1334,dnaA,b3702,+,"CHIP-SV, MSI",inf
fnr,b1334,rpmH,b3703,+,"CHIP-SV, MSI",inf
fnr,b1334,rnpA,b3704,+,"CHIP-SV, MSI",inf
fnr,b1334,pstA,b3726,+,"[AIBSCS, GEA]",1
fnr,b1334,pstC,b3727,+,"[AIBSCS, GEA]",1
fnr,b1334,pstS,b3728,+,"[AIBSCS, GEA]",1
fnr,b1334,pstB,b3725,+,"[AIBSCS, GEA]",1
fnr,b1334,phoU,b3724,+,"[AIBSCS, GEA]",1
fnr,b1334,viaA,b3745,+,"CHIP-SV, MSI",inf
fnr,b1334,ravA,b3746,+,"CHIP-SV, MSI",inf
fnr,b1334,kup,b3747,+,"CHIP-SV, MSI",inf
fnr,b1334,kup,b3747,-,"CHIP-SV, MSI",inf
fnr,b1334,ysgA,b3830,-,"[AIBSCS, GEA]",1
fnr,b1334,sodA,b3908,-,"[BCE, GEA]",1
fnr,b1334,katG,b3942,+,"[AIBSCS, GEA]",1
fnr,b1334,katG,b3942,+,"CHIP-SV, MSI",inf
fnr,b1334,ubiC,b4039,-,"[GEA, HIBSCS]",1
fnr,b1334,ubiA,b4040,-,"[GEA, HIBSCS]",1
fnr,b1334,soxS,b4062,-,[GEA],1
fnr,b1334,soxR,b4063,-,[GEA],1
fnr,b1334,acs,b4069,+,"CHIP-SV, MSI",inf
fnr,b1334,actP,b4067,+,"CHIP-SV, MSI",inf
fnr,b1334,yjcH,b4068,+,"CHIP-SV, MSI",inf
fnr,b1334,acs,b4069,-,"CHIP-SV, MSI",inf
fnr,b1334,actP,b4067,-,"CHIP-SV, MSI",inf
fnr,b1334,yjcH,b4068,-,"CHIP-SV, MSI",inf
fnr,b1334,nrfA,b4070,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfA,b4070,+,"CHIP-SV, MSI",inf
fnr,b1334,nrfB,b4071,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfB,b4071,+,"CHIP-SV, MSI",inf
fnr,b1334,nrfC,b4072,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfC,b4072,+,"CHIP-SV, MSI",inf
fnr,b1334,nrfD,b4073,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfD,b4073,+,"CHIP-SV, MSI",inf
fnr,b1334,nrfE,b4074,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfE,b4074,+,"CHIP-SV, MSI",inf
fnr,b1334,nrfF,b4075,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfF,b4075,+,"CHIP-SV, MSI",inf
fnr,b1334,nrfG,b4076,+,"[BCE, BPP, GEA]",1
fnr,b1334,nrfG,b4076,+,"CHIP-SV, MSI",inf
fnr,b1334,fdhF,b4079,+,[GEA],1
fnr,b1334,fumB,b4122,+,"[BCE, GEA]",1
fnr,b1334,dcuB,b4123,+,"[GEA, HIBSCS]",1
fnr,b1334,fumB,b4122,+,"[GEA, HIBSCS]",1
fnr,b1334,dcuR,b4124,+,"[AIBSCS, GEA]",1
fnr,b1334,dcuS,b4125,+,"[AIBSCS, GEA]",1
fnr,b1334,cadC,b4133,+,"[AIBSCS, GEA]",1
fnr,b1334,aspA,b4139,+,"[GEA, HIBSCS]",1
fnr,b1334,dcuA,b4138,+,"[GEA, HIBSCS]",1
fnr,b1334,yjeH,b4141,+,"CHIP-SV, MSI",inf
fnr,b1334,yjeH,b4141,-,"CHIP-SV, MSI",inf
fnr,b1334,groS,b4142,-,"CHIP-SV, MSI",inf
fnr,b1334,groL,b4143,-,"CHIP-SV, MSI",inf
fnr,b1334,frdD,b4151,+,"[BCE, GEA]",1
fnr,b1334,frdD,b4151,+,"CHIP-SV, MSI",inf
fnr,b1334,frdC,b4152,+,"[BCE, GEA]",1
fnr,b1334,frdC,b4152,+,"CHIP-SV, MSI",inf
fnr,b1334,frdB,b4153,+,"[BCE, GEA]",1
fnr,b1334,frdB,b4153,+,"CHIP-SV, MSI",inf
fnr,b1334,frdA,b4154,+,"[BCE, GEA]",1
fnr,b1334,frdA,b4154,+,"CHIP-SV, MSI",inf
fnr,b1334,poxA,b4155,+,"CHIP-SV, MSI",inf
fnr,b1334,poxA,b4155,-,"CHIP-SV, MSI",inf
fnr,b1334,yjeT,b4176,+,"CHIP-SV, MSI",inf
fnr,b1334,purA,b4177,+,"CHIP-SV, MSI",inf
fnr,b1334,ytfE,b4209,-,[GEA],1
fnr,b1334,nrdG,b4237,+,"[BPP, GEA, HIBSCS, SM]",2
fnr,b1334,nrdG,b4237,+,"CHIP-SV, MSI",inf
fnr,b1334,nrdD,b4238,+,"[BPP, GEA, HIBSCS, SM]",2
fnr,b1334,nrdD,b4238,+,"CHIP-SV, MSI",inf
fnr,b1334,iraD,b4326,+,"[AIBSCS, GEA]",1
fnr,b1334,hsdS,b4348,+,"CHIP-SV, MSI",inf
fnr,b1334,hsdM,b4349,+,"CHIP-SV, MSI",inf
fnr,b1334,hsdR,b4350,+,"CHIP-SV, MSI",inf
fnr,b1334,mrr,b4351,+,"CHIP-SV, MSI",inf
fnr,b1334,mrr,b4351,-,"CHIP-SV, MSI",inf
fnr,b1334,fhuF,b4367,-,"CHIP-SV, MSI",inf
fnr,b1334,leuV,b4368,-,"CHIP-SV, MSI",inf
fnr,b1334,leuP,b4369,-,"CHIP-SV, MSI",inf
fnr,b1334,leuQ,b4370,-,"CHIP-SV, MSI",inf
fnr,b1334,arcA,b4401,-,"[GEA, HIBSCS]",1
fnr,b1334,arcA,b4401,+,"[GEA, HIBSCS]",1
fnr,b1334,arcA,b4401,+,"CHIP-SV, MSI",inf
fnr,b1334,arcA,b4401,-,"CHIP-SV, MSI",inf
fnr,b1334,yjjY,b4402,+,"CHIP-SV, MSI",inf
fnr,b1334,yjjY,b4402,-,"CHIP-SV, MSI",inf
fnr,b1334,csrB,b4408,-,"CHIP-SV, MSI",inf
fnr,b1334,ybdZ,b4511,+,"[AIBSCS, GEA]",1
fnr,b1334,ynfO,b4533,+,"CHIP-SV, MSI",inf
fnr,b1334,ynfO,b4533,-,"CHIP-SV, MSI",inf
fnr,b1334,arnE,b4544,-,"CHIP-SV, MSI",inf
fnr,b1334,yjjZ,b4567,+,"CHIP-SV, MSI",inf
fnr,b1334,yjjZ,b4567,-,"CHIP-SV, MSI",inf
fnr,b1334,yncL,b4598,+,"CHIP-SV, MSI",inf
fnr,b1334,yncL,b4598,-,"CHIP-SV, MSI",inf
fnr,b1334,fnrS,b4699,+,"[BPP, GEA, HIBSCS]",2
fnr,b1334,fnrS,b4699,+,"CHIP-SV, MSI",inf
fnr,b1334,fnrS,b4699,-,"CHIP-SV, MSI",inf
feaR,b1384,feaB,b1385,+,"[BPP, GEA, HIBSCS, SM]",2
feaR,b1384,tynA,b1386,+,"[BPP, GEA, HIBSCS, SM]",2
paaX,b1399,paaZ,b1387,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaA,b1388,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaB,b1389,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaC,b1390,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaD,b1391,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaE,b1392,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaF,b1393,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaG,b1394,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaH,b1395,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaI,b1396,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaJ,b1397,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaK,b1398,-,"[BCE, GEA, HIBSCS, SM]",1
paaX,b1399,paaX,b1399,-,"[BPP, HIBSCS]",2
paaX,b1399,paaY,b1400,-,"[BPP, HIBSCS]",2
sutR,b1434,sutR,b1434,+,"[BPP, GEA, HIBSCS]",2
sutR,b1434,fliA,b1922,-,"[AIBSCS, BPP, GEA]",1
sutR,b1434,fliZ,b1921,-,"[AIBSCS, BPP, GEA]",1
sutR,b1434,tcyJ,b1920,-,"[AIBSCS, BPP, GEA]",1
sutR,b1434,cysE,b3607,-,"[BPP, GEA]",2
mcbR,b1450,mcbA,b0806,-,"[BPP, GEA]",2
mcbR,b1450,yciE,b1257,+,"[BPP, GEA]",2
mcbR,b1450,yciF,b1258,+,"[BPP, GEA]",2
mcbR,b1450,yciG,b1259,+,"[BPP, GEA]",2
ydeO,b1499,gadF,G0-16680,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,hyaA,b0972,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,hyaB,b0973,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,hyaC,b0974,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,hyaD,b0975,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,hyaE,b0976,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,hyaF,b0977,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,appC,b0978,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,appB,b0979,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,appX,b4592,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,appA,b0980,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,ydeO,b1499,-,[GEA],1
ydeO,b1499,safA,b1500,-,[GEA],1
ydeO,b1499,slp,b3506,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,dctR,b3507,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,gadE,b3512,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,gadE,b3512,+,"[BPP, GEA]",2
ydeO,b1499,gadF,G0-16680,+,"[BPP, GEA]",2
ydeO,b1499,mdtE,b3513,+,"[BPP, GEA]",2
ydeO,b1499,mdtF,b3514,+,"[BPP, GEA]",2
ydeO,b1499,gadW,b3515,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,yiiS,b3922,+,"[BPP, GEA, IHBCE]",2
ydeO,b1499,uspD,b3923,+,"[BPP, GEA, IHBCE]",2
hipA;hipB,b1507;b1508,hipA,b1507,-,"[BPP, GEA, HIBSCS]",2
hipA;hipB,b1507;b1508,hipB,b1508,-,"[BPP, GEA, HIBSCS]",2
hipA;hipB,b1507;b1508,mazF,b2782,-,"[BPP, GEA]",2
hipA;hipB,b1507;b1508,mazE,b2783,-,"[BPP, GEA]",2
hipA;hipB,b1507;b1508,relA,b2784,-,"[BPP, GEA]",2
hipB,b1508,hipA,b1507,-,"[BPP, GEA, HIBSCS]",2
hipB,b1508,hipB,b1508,-,"[BPP, GEA, HIBSCS]",2
hipB,b1508,mazF,b2782,-,"[AIBSCS, BPP, GEA]",1
hipB,b1508,mazE,b2783,-,"[AIBSCS, BPP, GEA]",1
hipB,b1508,relA,b2784,-,"[AIBSCS, BPP, GEA]",1
hipB,b1508,fadH,b3081,-,"[BPP, GEA, HIBSCS]",2
lsrR,b1512,lsrR,b1512,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrK,b1511,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrA,b1513,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrC,b1514,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrD,b1515,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrB,b1516,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrF,b1517,-,"[BPP, GEA, SM]",2
lsrR,b1512,lsrG,b1518,-,"[BPP, GEA, SM]",2
lsrR,b1512,tam,b1519,-,"[BPP, GEA, SM]",2
marR,b1530,marR,b1530,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
marR,b1530,marA,b1531,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
marR,b1530,marB,b1532,-,"[AIBSCS, BPP, GEA, HIBSCS, SM]",1
marA,b1531,decR,b0447,+,[AIBSCS],1
marA,b1531,acrA,b0463,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
marA,b1531,acrB,b0462,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
marA,b1531,nfsB,b0578,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,acrZ,b0762,+,"[GEA, IHBCE]",1
marA,b1531,ybjC,b0850,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,nfsA,b0851,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,rimK,b0852,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,ybjN,b0853,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,poxB,b0871,+,"[GEA, HIBSCS]",1
marA,b1531,pqiA,b0950,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,pqiB,b0951,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,putA,b1014,+,[GEA],1
marA,b1531,acnA,b1276,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,yncE,b1452,+,"[GEA, HIBSCS]",1
marA,b1531,marR,b1530,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
marA,b1531,marA,b1531,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
marA,b1531,marB,b1532,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
marA,b1531,fumC,b1611,+,"[BPP, GEA]",2
marA,b1531,zwf,b1852,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,nfo,b2159,+,"[AIBSCS, GEA, HIBSCS]",1
marA,b1531,inaA,b2237,+,"[BPP, GEA, HIBSCS]",2
marA,b1531,tolC,b3035,+,"[AIBSCS, GEA]",1
marA,b1531,ygiA,b3036,+,"[AIBSCS, GEA]",1
marA,b1531,ygiB,b3037,+,"[AIBSCS, GEA]",1
marA,b1531,ygiC,b3038,+,"[AIBSCS, GEA]",1
marA,b1531,slp,b3506,-,"[GEA, HIBSCS]",1
marA,b1531,dctR,b3507,-,"[GEA, HIBSCS]",1
marA,b1531,hdeA,b3510,-,"[APPH, GEA, HIBSCS, SM]",2
marA,b1531,hdeB,b3509,-,"[APPH, GEA, HIBSCS, SM]",2
marA,b1531,yhiD,b3508,-,"[APPH, GEA, HIBSCS, SM]",2
marA,b1531,waaY,b3625,+,"[GEA, HIBSCS]",1
marA,b1531,waaZ,b3624,+,"[GEA, HIBSCS]",1
marA,b1531,sodA,b3908,+,"[BPP, HIBSCS]",2
marA,b1531,fpr,b3924,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
marA,b1531,purA,b4177,-,"[BPP, GEA, HIBSCS, SM]",2
marA,b1531,rob,b4396,-,"[BPP, GEA, HIBSCS, SM]",2
marA,b1531,micF,b4439,+,"[AIBSCS, BPP, GEA, HIBSCS]",1
relB,b1564,hokD,b1562,-,"[BPP, GEA, HIBSCS]",2
relB,b1564,relE,b1563,-,"[BPP, GEA, HIBSCS]",2
relB,b1564,relB,b1564,-,"[BPP, GEA, HIBSCS]",2
dicA,b1570,ydfW,b1567,-,"[BPP, GEA, IHBCE]",2
dicA,b1570,ydfX,b1568,-,"[BPP, GEA, IHBCE]",2
dicA,b1570,dicC,b1569,-,"[BPP, GEA, IHBCE]",2
dicA,b1570,dicB,b1575,-,[GEA],1
dicA,b1570,ydfD,b1576,-,[GEA],1
dicA,b1570,ydfE,b1577,-,[GEA],1
dicA,b1570,insD,b1578,-,[GEA],1
dicA,b1570,intQ,b1579,-,[GEA],1
mlc,b1594,ptsG,b1101,-,"[BPP, GEA, HIBSCS]",2
mlc,b1594,ynfK,b1593,-,"[BCE, GEA, HIBSCS]",1
mlc,b1594,mlc,b1594,-,"[BCE, GEA, HIBSCS]",1
mlc,b1594,manX,b1817,-,"[BCE, GEA]",1
mlc,b1594,manY,b1818,-,"[BCE, GEA]",1
mlc,b1594,manZ,b1819,-,"[BCE, GEA]",1
mlc,b1594,ptsH,b2415,-,"[BPP, GEA, HIBSCS]",2
mlc,b1594,ptsI,b2416,-,"[BPP, GEA, HIBSCS]",2
mlc,b1594,crr,b2417,-,"[BPP, GEA, HIBSCS]",2
mlc,b1594,malT,b3418,-,"[BCE, GEA, HIBSCS]",1
rstA,b1608,ompF,b0929,-,"[HIBSCS, NTAS]",1
rstA,b1608,csgG,b1037,-,"[BPP, GEA, HIBSCS]",2
rstA,b1608,csgF,b1038,-,"[BPP, GEA, HIBSCS]",2
rstA,b1608,csgE,b1039,-,"[BPP, GEA, HIBSCS]",2
rstA,b1608,csgD,b1040,-,"[BPP, GEA, HIBSCS]",2
rstA,b1608,narG,b1224,+,[HIBSCS],1
rstA,b1608,narH,b1225,+,[HIBSCS],1
rstA,b1608,narJ,b1226,+,[HIBSCS],1
rstA,b1608,narI,b1227,+,[HIBSCS],1
rstA,b1608,asr,b1597,+,"[BPP, GEA, HIBSCS]",2
uidR,b1618,uidC,b1615,-,[GEA],1
uidR,b1618,uidB,b1616,-,[GEA],1
uidR,b1618,uidA,b1617,-,[GEA],1
uidR,b1618,uidR,b1618,-,[GEA],1
malI,b1620,malI,b1620,-,"[BCE, GEA, SM]",1
malI,b1620,malX,b1621,-,"[BCE, GEA, SM]",1
malI,b1620,malY,b1622,-,"[BCE, GEA, SM]",1
slyA,b1642,hlyE,b1182,+,"[BPP, GEA]",2
nemR,b1649,nemR,b1649,-,"[AIBSCS, BPP, GEA]",1
nemR,b1649,nemA,b1650,-,"[AIBSCS, BPP, GEA]",1
nemR,b1649,gloA,b1651,-,"[AIBSCS, BPP, GEA]",1
purR,b1658,carA,b0032,-,"[AIBSCS, BPP, GEA]",1
purR,b1658,carB,b0033,-,"[AIBSCS, BPP, GEA]",1
purR,b1658,carA,b0032,+,"CHIP-SV, MSI",inf
purR,b1658,carB,b0033,+,"CHIP-SV, MSI",inf
purR,b1658,carA,b0032,-,"CHIP-SV, MSI",inf
purR,b1658,carB,b0033,-,"CHIP-SV, MSI",inf
purR,b1658,codB,b0336,-,"[AIBSCS, GEA, HIBSCS]",1
purR,b1658,codA,b0337,-,"[AIBSCS, GEA, HIBSCS]",1
purR,b1658,codB,b0336,-,"CHIP-SV, MSI",inf
purR,b1658,codA,b0337,-,"CHIP-SV, MSI",inf
purR,b1658,codB,b0336,+,"CHIP-SV, MSI",inf
purR,b1658,codA,b0337,+,"CHIP-SV, MSI",inf
purR,b1658,purK,b0522,-,"[AIBSCS, BCE, GEA, HIBSCS]",1
purR,b1658,purK,b0522,-,"CHIP-SV, MSI",inf
purR,b1658,purK,b0522,+,"CHIP-SV, MSI",inf
purR,b1658,purE,b0523,-,"[AIBSCS, BCE, GEA, HIBSCS]",1
purR,b1658,purE,b0523,-,"CHIP-SV, MSI",inf
purR,b1658,purE,b0523,+,"CHIP-SV, MSI",inf
purR,b1658,pyrD,b0945,-,"[AIBSCS, BCE, GEA, HIBSCS]",1
purR,b1658,pyrD,b0945,+,"CHIP-SV, MSI",inf
purR,b1658,pyrD,b0945,-,"CHIP-SV, MSI",inf
purR,b1658,pyrC,b1062,-,"[BPP, GEA, HIBSCS, SM]",2
purR,b1658,purB,b1131,-,"CHIP-SV, MSI",inf
purR,b1658,purB,b1131,+,"CHIP-SV, MSI",inf
purR,b1658,hflD,b1132,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
purR,b1658,purB,b1131,-,"[AIBSCS, BPP, GEA, HIBSCS]",1
purR,b1658,prs,b1207,-,"[BCE, GEA, HIBSCS]",1
purR,b1658,purR,b1658,-,"[BCE, BPP, GEA, HIBSCS, SM]",1
purR,b1658,purT,b1849,-,"CHIP-SV, MSI",inf
purR,b1658,cvpA,b2313,-,"[BCE, BPP, GEA, HIBSCS, SM]",1
